df_index	no_mention
002075	Tomara que seja o momento da CORDA ARREBENTAR  #SomosTodosBragaNeto #somostodosMITOQUEIROS #DanielSilveiraPresoPolitico #LiberdadeParaDanielSilveira  #XandaoNaCadeia #ImpeachmentXandaoUrgente #DanielSilveiraSenador #VotoImpressoAuditavelJa #Bolsonaro2022  #CPIdoCirco  #CPIdoLula
000932	"Tome cuidado, vá com advogados e testemunhas. Depois do que aconteceu com Oswaldo Eustáquio sob ""cuidados"" da mafia, preso a mando de Dom Alexandre melhor se precaver. #LiberdadeDeExpressao #STFRompeuADemocracia #stforganizaçãocriminosa #DomAlexandrenacadeiajá #BolsonaroAte2026 url"
001242	Toooop de lindo Brasil😱😱🇧🇷🇧🇷 #7deSetPelaLiberdade  #EuNaoVoteiNoSTF  #STFcrashedDemocracyInBrazil #STFRompeuADemocracia #diadaindependencia #LiberdadeDeExpressao chega de #DitaduraDaToga 🤨🤨🤨🤨
001488	Totalitário e ditador, simples assim. Democracia é a liberdade de expressão e não ceifar quem tem opinião ao contrária! #STFRompeuADemocracia
001505	"Trabalha arduamente contra a liberdade de expressão, é contra o voto auditável, destruiu os logs da última eleição... E ainda tem a coragem de falar em ""democracia"" #STFinimigoDoPovoBrasileiro  #STFRompeuADemocracia  #STFVergonhaNacional url"
001905	"Trecho do meu artigo: ""Liberdade de Expressão em Cheque"".  O que está acontecendo no Brasil hoje, não é uma mera coincidência. #liberdade #TSEvergonhanacional url"
002019	Triste demais, no Brasil EXISTE CENSURA. Não somos livres. #CENSURA #Xandao #LiberdadedeOpiniao url
000415	Triste é saber que os inimigos da liberdade de expressão opinião é o #STFOrganizacaoCriminosa #STFNaoVaiNosCalar #AlexandreDeMoraesDitador url
000953	"Tu é um vagabundo isso sim! Uma vergonha! Liberdade de expressão é um direito de TODOS! SEU CORRUPTO, VENAL, ADVOGADO DE MARGINAIS! TU ESTAIS AÍ NÃO POR MÉRITO! MAS O FAMOSO ""QI""..... #STFOrganizacaoCriminosa"
000989	Tudo dentro da normalidade.  Apoiado chancelado pelo contra ameaça de morte é liberdade de expressão #STFOrganizacaoCriminosa url
000787	Tudo normal. Liberdade de expressão protegida pelo imperador afinal contra o presidente vale tudo #STForganizaçãoCriminosa #LulaLadrão url
000764	Tudo pela democracia e liberdade de expressão!  #STFOrganizacaoCriminosa url
000427	Tudo é motivo. #LeiDaCensuraNao  #LibertemJurandirEBronze  #LiberdadedeExpressao  #LiberdadeDeExpressaoEUmDireitoDoCidadao  #AlexandreDeMoraesDitador url
001530	Twitter classifica como desproporcional ordem de Moraes que determina suspensão internacional de perfis de bolsonaristas  No alto de sua megalomania autoritária, o ministro agora acha que a suprema corte é internacional. Mais um golpe na liberdade de expressão. #STFVergonha
000985	Tá aí o dono do tráfico achando absurdo não prender um General por ter direito a liberdade de expressão,  mas solta traficantes que matou dezenas de pessoas . Esse tribunal é um lixo. #STFOrganizacaoCriminosa
000949	Tá como nós aqui, #STFOrganizacaoCriminosa também promete respeitar a liberdade de expressão e a democracia desde que seja dentro da lei imposta por eles próprios. Vamos pelo mesmo caminho
001584	Tá escrito onde isso não lei? Qual a lei que regulamenta a liberdade de expressão? Vocês tiram isso da cabeça de vocês mesmo, ou tem algum pagando bem?   #STFVergonhaMundial
001679	Tá na hora de devolver a gentileza. url  #STFVergonhaMundial #LiberdadeDeExpressao  #Moraesimbecil
000201	Tá sendo gigante 🇧🇷💚💛. . . #SupremoEoPovo #Brasil #IndependenciadoBrasil #Liberdade
001565	URGENTE!!! Deputado federal Daniel Silveira preso por usar a sua liberdade de expressão!!! #STFvergonhadoBrasil
002078	Uhuu tomara que seja o pontapé  que vai fazer romper a corda #SomosTodosBragaNeto #DanielSilveiraPresoPolitico #LiberdadeParaDanielSilveira  #XandaoNaCadeia #ImpeachmentXandaoUrgente #DanielSilveiraSenador #VotoImpressoAuditavelJa #Bolsonaro2022  #CPIdoCirco  #CPIdoLula
001425	Uhuuuuuu #LiberdadeJá #STFRompeuADemocracia
000066	Uhuuuuuuuuuuuuu #SOSFORCASARMADAS  #SupremoÉoPovo #todoPoderEmanaDoPovo   #LiberdadeDeExpressao  #manifestacoes
000591	Um absurdo esse inquérito inconstitucional e imoral #liberdadeparaoswaldoeustaquio #AlexandreDeMoraesNaCadeia
000925	Um absurdo o que o Moraes fez com o jornalista Allan dos Santos… Direito ao sigilo de fonte é previsto em códigos internacionais e é base da liberdade de imprensa. Alguém tem que parar esse STF! #stf #STFOrganizacaoCriminosa #STFVergonhaNacional #jornalismo
001721	Um absurdo... Até qdo vamos ficar reféns dessas turma??? Acabou a livre expressão???🤐 #STFVergonhaMundial
001911	Um atentado contra a liberdade de expressão. Censura mesclada com TERATOLOGIA FORENSE, infelizmente. À Jovem Pan, observo, a minha irrestrita solidariedade. : mestre, os brasileiros de bem estão com o senhor.  #FechadoComBolsonaro2022 #ADSUMUS  #TSEVergonhaNacional url
002032	Um bom dia a você, que como eu, é um imbecil da internet, mas que não abre mão da liberdade de expressão. #LiberdadeDeExpressaoJa #xandaodopcc
001906	Um certeza eu tenho: NÃO CONFIO NO Uso meu direito constitucional de liberdade de expressão!  #TSEvergonhanacional
001186	Um dia abençoado para todo brasileiro que luta por um Brasil mais justo e democrático! #CaminhoneirosNosRepresentam #STFRompeuADemocracia #LiberdadeDeExpressao
000168	Um dia pra ficar na história do nosso país 👊🏾🇧🇷🇧🇷🇧🇷🇧🇷 #SupremoEoPovo  #Brasil  #ForaSTF  #LulaNaCadeia  #LiberdadeDeExpressao  #moraescabeçadeovo url
000100	Um dos colegas dela chamou o presidente de nazista,pra eles isso tudo é liberdade de expressão,mas é só pra o lado esquerdo, não ouse criticar um deus supremo,pq isso é ataque as instituições. #Supremoeopovo url
001063	Um justiça que descondena uma pessoa e o torna presidente da República, o que esperar dessa corja #Liberdade #democracia #STFRompeuADemocracia #VERGONHA
000749	Um poder, o judiciário. Que cria um inquérito em que é promotor, juiz e investigador. Em CAUSA PRÓPRIA. E refaz e cria leis a bel prazer. Qualquer outra atitude não tem LIMITE. O que fez a , vai contra a livre expressão.🧵 #STFOrganizacaoCriminosa #DitaduraDoStf url
001915	Um tirano no poder que precisa ser impedido.  Artigo 5° da Constituição IV - é livre a manifestação do pensamento, sendo vedado o anonimato  #ForaAlexandredeMoraes  #TSEVergonhaNacional  #ditaduranuncamais  #ditaduradostf  #ditaduranão  #liberdadedeexpressão url
001062	Uma Dúvida...  Qdo o Molusco roubar outra vez, vamos poder chamá-lo de ladrão ou vai estar proíbido?  #Brazil #Bolsonaro #Brazil #ForaLula #corrupcao #tsevergonhanacional #STFRompeuaDemocracia #PovoNasRuas #LIBERDADENAOSEGANHASECONQUISTA
002013	Uma cantora facislunatica???#ElonMusk #BolsoMusk #EsquerdaCriminosa #LulaLaDRAO #LulaSIM PRESO #liberdadedeexpressao #Amazonia #XANDAO ditador
000898	Uma pousada que também é residência deste senhor, uma arbitrariedade sem cabimento, muito triste! #LIBERDADE  #STFOrganizacaoCriminosa url
002080	Uma vergonha #DanielSilveiraPresoPolitico #LiberdadeParaDanielSilveira  #XandaoNaCadeia #ImpeachmentXandaoUrgente #DanielSilveiraSenador #VotoImpressoAuditavelJa #Bolsonaro2022  #CPIdoCirco  #CPIdoLula  #ConsorcioDoNordesteNaCPI
000465	Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLula  #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE #CadeoCodigoFonteTSE  #LULALADRÃO url
000466	Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLula  #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE #CadeoCodigoFonteTSE url
000470	Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLula  #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE Faz o L aí. url
000467	Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLula  #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE NÃO ACABOU, NÃO. url
000472	Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLula  #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE Safado!!!! url
000469	Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLula  #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE Supremo nojento. url
000468	Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLula  #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE Todo mundo na rua. url
000464	Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLula  #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE url
000457	Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLulaLadrao #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE #SOSFORCASARMADAS url
000458	Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLulaLadrao #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE url
001944	Urgente: Coppolla enquadrado pela censura – Boletim n.148 (19/10/22) url via #CensuraNao  #LIBERDADE  Por Amor ao Brasil eu não  me calarei. #TSEVergonhaNacional  #TSEVergonhaNacional  #DeusPatriaFamiliaLiberdade
002036	Urgente: Foi entregue agora pelos representantes dos caminhoneiros o pedido de destituição dos ministros do Supremo bem como a apreensão dos seus passaportes.  Ficar a pátria livre ou morrer pelo Brasil!  #LiberdadeParaRobertoJefferson #XandãoDitador #XandaoDoPCC #Bolsonaro2022
001577	Ué, você está no Xandaquistão e fica achando que tem liberdade de expressão! #STFVergonhaMundial
001271	Ué…povo brasileiro respeita sim a Constituição e com quem andou rasgando a CF(5TF)na cara da população vcs não fazer nada??Que discurso demagogo esse post hein🤔👎🏼 #Dia07VaiSerGIGANTE #Dia7VaiserGigante #LiberdadeParaRobertoJefferson #DanielSilveiraLivre #STFRompeuADemocracia 🤨
001606	VAGABUNDO VAI CAGAR REGRA NO EXTERIOR FALANDO EM LIBERDADE DE EXPRESSÃO E DEMOCRACIA! FDP QUE MANDA PRENDER QUEM PENSA DIFERENTE DA SUA TURMA! LIXO! #STFVergonhaMundial url
000445	VERGONHA O SILÊNCIO DA IMPRENSA E DA OAB!  CADÊ A LUTA CONTRA A DITADURA !  CADÊ A DEFESA DO ESTADO DEMOCRÁTICO DE DIREITO !  CADÊ A DEFESA DA LIBERDADE DE IMPRESSA !  NÃO RECLAMEM QUANDO ESSE ABUSO DE AUTORIDADE CHEGAR ATÉ VCS !   #STFVergonhaNacional #Alexandredemoraesditador
001786	VIVA À LIBERDADE DE EXPRESSÃO ✌🇧🇷👊 #stfvergonhamundial em Fortaleza, Brazil url
000896	"VOCÊ ACREDITA QUE DARÁ RESULTADO COMBATER ESSES CRIMINOSOS NARCOTRAFICANTES ""DENTRO DAS QUATRO LINHAS""?  !!!!! TODOS JUNTOS EM !!!!!           31 / 03 / 2022  #liberdadedeexpressão #stforganizacaocriminosa   url"
000463	Vagabundos!!!Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLulaLadrao #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE url
000462	Vagabundos!!Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLulaLadrao #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE url
001598	Vai Brasil !!!! #BrasilNasRuas #STFVergonhaMundial #LiberdadeDeExpressao url
001845	Vai acontecer e já está acontecendo!!! Vai dar muita gente presa, mais cedo do que vocês imaginam !!! Aguardem!!!  #Brazil #Brasil #liberdade #TSEOrganizacaoCriminosa #STFVERGONHADOBRASIL
000631	Vai vendo como que esse ladrão é...#fechadocombolsonaro #votoimpressojá #globolixo #stflixo #Luladrão #Liberdade #142já 🇧🇷 22
001180	"Vai, porquê aí é considerado um ataque à instituição, na figura do sinistro. Mas..... se  a ""cabeça"" for do presidente Bolsonaro, aí tá tudo certo: é liberdade de expressão. #STFRompeuADemocracia url"
001237	Vale mais que milhões de urlia Hoje 07/09/21 - Dia da Independência! #Liberdade #STFRompeuADemocracia url
000259	Vamos a luta pela nossa LIBERDADE! Vamos dá o nosso GRITO! 🙏🏻 🇧🇷  #Dia7VaiSerGigante #Bolsonaro #FechadoComBolsonaro #SupremoéoPovo #VamosLutarPeloBrasil #Liberdade #Democracia #Justiça #Brasil #Patriota #Conservadores #Direita #BrasilAcimadeTudo #DeusAcimadeTodos url
000789	Vamos bater 1 milhão galera! Assinem o quanto antes! #LIBERDADE  #BolsonaroReeleitoEm2022 #PTNuncaMais #STFVergonhaNacional #STFOrganizacaoCriminosa  url
001600	Vamos dar apoio a eles em Washington! #BrazilianSpring #LiberdadeDeExpressao #ForaAlexandredeMoraes #STFVergonhaMundial url
000610	Vamos ficar quietos só assistindo ? Ele está acabando com uma ferramenta que serve para muitos cursos atuais. Morais é um bandido ! #DitaduradaToga #cabecadeovo #liberdade #telegram url
001438	Vamos lutar pela liberdade de expressão uma vez a liberdade perdida e muito difícil tela de volta #STFRompeuADemocracia
001802	Vamos lutar pela nossa liberdade de expressão… Ontem foram Daniel Silveira, Roberto Jefferson, Ottoni de Paula, Sergio Reis, hoje pode ser qualquer um de nós! #Dia07VaiSerGIGANTE #PrisaoDoAlexandreDeMoraesJa #STFVergonhaMundial url
000435	Vamos lutar pela vida das lagostas 🦞então, já que a liberdade de expressão morreu. #STFVergonhaNacional  #AlexandreDeMoraesDitador url
001970	Vamos subir a tag #TSEVergonhaNacional  Liberdade de expressão não é propaganda política
001198	Vamos trabalhar agora para CRIMINALIZAR O COMUNISMO NO BRASIL #STFRompeuADemocracia #CaminhoneirosMeRepresentam #LiberdadeParaPresosPolíticos
001197	Vamos ver pra que lado ela arrebenta...rs #STFRompeuADemocracia #CaminhoneirosMeRepresentam #LiberdadeParaPresosPolíticos
000413	Vamos ver se #alexandredemoraesditador tem coragem de reconhecer seu próprio texto produzido em 2018🤔 Por si só, sua atuação recente já o DESMORALIZOU #liberdadedeexpressao #PatriotasComBolsonaro url
001301	Vamos ver se continuarão a  cercear o direito  à liberdade de expressão após o dia 7 de setembro. A Constituição não pertence ao STF, o povo é soberano e unidos iremos mostrar nossa força. #STFRompeuADemocracia
000793	Vampirão , está lendo livro errado . O CHEFE , E no seu caso com o #STFOrganizacaoCriminosa , vão dizer que e liberdade de expressão.
000337	Vc está certo, é um gde advogado e já pagou o preço! As FFAA são garantidoras da Democracia, tbem! #LIBERDADE #SUPREMOeoPOVO
000785	Vc não representa a vontade do povo e sim nosso Presidente!!  Então sua função é dar transparência e fazer valer os votos de cada brasileiro!! Outra coisa q constituição Federal me dá a liberdade de expressão   #STFOrganizacaoCriminosa
000451	Vc não representa os brasileiros de bem. Vc É tão sujo quanto esses bandidos que defende e o povo acordou. Vcs não passarão. #liberdade #brasilwasstollen #AlexandreDeMoraesNaCadeia
001967	Vc tenta se desligar da política, mas é cada notícia horrorosa do judiciário brasileiro… era uma vez democracia! E lembrem-se: agora podem estar batendo em quem vc não gosta, mas depois podem bater em vc! Vc vai gostar? #liberdadedeexpressao #TSEVergonhaNacional #democraciajaera
001052	Vc é deprimente, as pessoas te suportam por pena, ou por conveniência, te sigo só pra lembra o q não devemos nos tornar! #liberdadeparatodos #STFRompeuADemocracia
000375	Vc é um ditador togado não respeita a CF no quesito liberdade de expressão.  Está calando quem diverge, seu rabo tá preso?  Faz o L de LULAdrão!  #AlexandreDeMoraesDitador
001628	Vc é uma VERGONHA.  #STFVergonhaMundial  #STFVergonhaNacional  #ImpeachmentDeAlexandreDeMoraes #PachecoOmissaoéCrime  #LiberdadeDeExpressaoPlena  #PachecoInutil
001100	Vcs não tem poder pra decidir o é ou não liberdade de expressão. A justiça brasileira deveria julgar e solicitar a retirada. Eu não autorizo uma empresa começar a decidir, sabe lá como, o que deve ou não ser dito.  Absurdo!!  #STFRompeuADemocracia
001611	Vcs sabem como funciona liberdade de expressão canalhas??? #STFVergonhaMundial
001691	Vcs são absolutamente PATÉTICOS! E viva a liberdade de expressão! Será q vcs, urubus de toga, conseguem viver com isso ou vão mandar prender todo mundo? #STFVergonhaMundial
001826	Vcs são uns vagabundos mesmo, perseguem jornalistas, deputados e querem defender a liberdade de expressão??!! #STFVergonhaMundial   notinha de repúdio não resolve, enquanto um dos togados não for preso, não vão aprender.  a corda já quebrou
001727	Vemos claramente a atuando👏👏,porém as coisas não andam como gostaríamos, dá pra atribuir a classe dos Adv, Juristas, ..!?Escândalos não se resolvem pelo grande poder dos Estados envolvidos?é TD um conluio contra População? #LIBERDADE 💜🇧🇷🌍 #STFVergonhaMundial
001827	Verdade? E pq prenderam e continuam perseguindo o Deputado Daniel Silveira? Ou a liberdade de expressão só vale pra fazer fake News contra o GOVERNO? Fazer imagem da cabeça do Presidente Bolsonaro como bola de futebol? #STFVergonhaMundial
000460	Vergonha mundial. Urgente!!!!!! #LulaNaoPodeSerDiplomado  #ForaLulaLadrao #AlexandreDeMoraesNaCadeia #PovoNasRuas #LIBERDADE url
001729	Vergonha para o Brasil ter Ministros que agem como tiranos a luz do dia,afrontando à Constituição implantando a censura em pleno Séc. XXI.  #CENSURA #LiberdadedeOpiniao #STFVergonhaMundial #Brasil url
000860	Vergonha! Ministros ativistas que ja passaram de TODOS LIMITES! Hoje a MAIOR FONTE DE CERCEAMENTO A LIBERDADE DE EXPRESSÃO eh esse stf #STFOrganizacaoCriminosa #STFVergonhaNacional
